ADDR_LN_1,CITY,LATTD,LNGTD
305 HACKBERRY ST,HALLETTSVILLE,29.44467,-96.949371
538 COUNTY ROAD 178,HALLETTSVILLE,29.444673,-97.044895
306 HACKBERRY ST,HALLETTSVILLE,29.444677,-96.949375
108 KROSCHEL ST,HALLETTSVILLE,29.444688,-96.946544
108 KROSCHEL ST,HALLETTSVILLE,29.444688,-96.946544
104 YOUNG ST,HALLETTSVILLE,29.444751,-96.950426
102 YOUNG ST,HALLETTSVILLE,29.444758,-96.950411
100 YOUNG ST,HALLETTSVILLE,29.444764,-96.950396
100 YOUNG ST,HALLETTSVILLE,29.444764,-96.950396
302 LIVEOAK ST,HALLETTSVILLE,29.444771,-96.9504
106 KROSCHEL ST,HALLETTSVILLE,29.444774,-96.946377
106 KROSCHEL ST,HALLETTSVILLE,29.444774,-96.946377
735 COUNTY ROAD 133,HALLETTSVILLE,29.444804,-96.884221
713 COUNTY ROAD 133,HALLETTSVILLE,29.444847,-96.884382
401 WALNUT ST,HALLETTSVILLE,29.444856,-96.95162
106 S MARKET ST,HALLETTSVILLE,29.444878,-96.936154
105 S MARKET ST,HALLETTSVILLE,29.444878,-96.936154
104 DEVALL ST,HALLETTSVILLE,29.444931,-96.948661
104 DEVALL ST,HALLETTSVILLE,29.444931,-96.948661
401 E 3RD ST,HALLETTSVILLE,29.444947,-96.940606
401 E 3RD ST,HALLETTSVILLE,29.444947,-96.940606
401 E 3RD ST,HALLETTSVILLE,29.444947,-96.940606
300 WILLIS ST,HALLETTSVILLE,29.444964,-96.948585
102 KROSCHEL ST,HALLETTSVILLE,29.444993,-96.946078
209 S JUDY ST,HALLETTSVILLE,29.445019,-96.93276
292 FM 530,HALLETTSVILLE,29.445092,-96.928777
501 E 3RD ST,HALLETTSVILLE,29.445093,-96.939769
506 E 3RD ST,HALLETTSVILLE,29.445101,-96.939727
101 S MCLEON ST,HALLETTSVILLE,29.445151,-96.934509
302 WILLIS ST,HALLETTSVILLE,29.445202,-96.948726
302 WILLIS ST,HALLETTSVILLE,29.445202,-96.948726
603 E 3RD ST,HALLETTSVILLE,29.445247,-96.938907
606 E 3RD ST,HALLETTSVILLE,29.445252,-96.93888
405 WALNUT ST,HALLETTSVILLE,29.445298,-96.951894
1165 COUNTY ROAD 182,HALLETTSVILLE,29.445394,-97.018841
1211 E 4TH ST,HALLETTSVILLE,29.445442,-96.932752
103 N JUDY ST,HALLETTSVILLE,29.445444,-96.932878
103 N JUDY ST,HALLETTSVILLE,29.445444,-96.932878
104 N JUDY ST,HALLETTSVILLE,29.445451,-96.93288
105 N JUDY ST,HALLETTSVILLE,29.445459,-96.932882
106 N JUDY ST,HALLETTSVILLE,29.445466,-96.932884
701 E 3RD ST,HALLETTSVILLE,29.445475,-96.937563
705 E 3RD ST,HALLETTSVILLE,29.445477,-96.937554
800 E 3RD ST,HALLETTSVILLE,29.445562,-96.937249
305 E 2ND ST,HALLETTSVILLE,29.445595,-96.94192
103 KAHN ST,HALLETTSVILLE,29.445644,-96.94941
306 WILLIS ST,HALLETTSVILLE,29.445671,-96.949005
904 E 3RD ST,HALLETTSVILLE,29.445764,-96.935478
904 E 3RD ST,HALLETTSVILLE,29.445764,-96.935478
100 N RIDGE ST,HALLETTSVILLE,29.445768,-96.935455
405 E 2ND ST,HALLETTSVILLE,29.445769,-96.940429
103 N RIDGE ST,HALLETTSVILLE,29.44579,-96.935459
1320 E 4TH ST,HALLETTSVILLE,29.445867,-96.93011
1101 E 3RD ST,HALLETTSVILLE,29.44589,-96.934618
1101 E 3RD ST,HALLETTSVILLE,29.44589,-96.934618
1105 E 3RD ST,HALLETTSVILLE,29.445895,-96.934586
205 N GLENDALE ST,HALLETTSVILLE,29.445911,-96.939953
600 E 2ND ST,HALLETTSVILLE,29.446005,-96.939072
601 E 2ND ST,HALLETTSVILLE,29.446006,-96.939063
605 E 2ND ST,HALLETTSVILLE,29.446012,-96.939027
606 E 2ND ST,HALLETTSVILLE,29.446013,-96.939018
410 WILLIS ST,HALLETTSVILLE,29.446061,-96.949235
1203 E 3RD ST,HALLETTSVILLE,29.446077,-96.9334
1203 E 3RD ST,HALLETTSVILLE,29.446077,-96.9334
1204 E 3RD ST,HALLETTSVILLE,29.446077,-96.9334
205 N MARKET ST,HALLETTSVILLE,29.446106,-96.936399
207 N MARKET ST,HALLETTSVILLE,29.446127,-96.936404
207 N MARKET ST,HALLETTSVILLE,29.446127,-96.936404
315 N MAIN ST,HALLETTSVILLE,29.44613,-96.943513
487 COUNTY ROAD 133,HALLETTSVILLE,29.446134,-96.884951
487 COUNTY ROAD 133,HALLETTSVILLE,29.446134,-96.884951
485 COUNTY ROAD 133,HALLETTSVILLE,29.446146,-96.884951
1205 E 3RD ST,HALLETTSVILLE,29.44615,-96.932988
700 E 2ND ST,HALLETTSVILLE,29.446154,-96.93816
704 E 2ND ST,HALLETTSVILLE,29.446158,-96.938128
704 E 2ND ST,HALLETTSVILLE,29.446158,-96.938128
705 E 2ND ST,HALLETTSVILLE,29.44616,-96.938119
317 N MAIN ST,HALLETTSVILLE,29.446173,-96.943524
319 N MAIN ST,HALLETTSVILLE,29.446216,-96.943535
501 WALNUT ST TRLR D,HALLETTSVILLE,29.446291,-96.952512
501 WALNUT ST TRLR F,HALLETTSVILLE,29.446291,-96.952512
801 E 2ND ST,HALLETTSVILLE,29.446298,-96.937164
205 N PROMENADE ST,HALLETTSVILLE,29.446312,-96.937344
206 N PROMENADE ST,HALLETTSVILLE,29.44632,-96.937346
206 N PROMENADE ST,HALLETTSVILLE,29.44632,-96.937346
103 VILLAGE DR APT 11,HALLETTSVILLE,29.44633,-96.948595
103 VILLAGE DR APT 23,HALLETTSVILLE,29.44633,-96.948595
103 VILLAGE DR APT 12,HALLETTSVILLE,29.44633,-96.948595
103 VILLAGE DR APT 13,HALLETTSVILLE,29.44633,-96.948595
103 VILLAGE DR APT 24,HALLETTSVILLE,29.44633,-96.948595
103 VILLAGE DR APT 46,HALLETTSVILLE,29.44633,-96.948595
103 VILLAGE DR APT 39,HALLETTSVILLE,29.44633,-96.948595
103 VILLAGE DR APT 13,HALLETTSVILLE,29.44633,-96.948595
103 VILLAGE DR APT 28,HALLETTSVILLE,29.44633,-96.948595
103 VILLAGE DR APT 21,HALLETTSVILLE,29.44633,-96.948595
103 VILLAGE DR APT 40,HALLETTSVILLE,29.44633,-96.948595
103 VILLAGE DR APT 48,HALLETTSVILLE,29.44633,-96.948595
103 VILLAGE DR APT 18,HALLETTSVILLE,29.44633,-96.948595
103 VILLAGE DR APT 36,HALLETTSVILLE,29.44633,-96.948595
103 VILLAGE DR APT 22,HALLETTSVILLE,29.44633,-96.948595
103 VILLAGE DR APT 40,HALLETTSVILLE,29.44633,-96.948595
103 VILLAGE DR APT 45,HALLETTSVILLE,29.44633,-96.948595
103 VILLAGE DR APT 13,HALLETTSVILLE,29.44633,-96.948595
103 VILLAGE DR APT 15,HALLETTSVILLE,29.44633,-96.948595
103 VILLAGE DR APT 16,HALLETTSVILLE,29.44633,-96.948595
103 VILLAGE DR APT 10,HALLETTSVILLE,29.44633,-96.948595
103 VILLAGE DR APT 35,HALLETTSVILLE,29.44633,-96.948595
103 VILLAGE DR APT 24,HALLETTSVILLE,29.44633,-96.948595
103 VILLAGE DR APT 47,HALLETTSVILLE,29.44633,-96.948595
103 VILLAGE DR APT 34,HALLETTSVILLE,29.44633,-96.948595
103 VILLAGE DR APT 49,HALLETTSVILLE,29.44633,-96.948595
103 VILLAGE DR APT 20,HALLETTSVILLE,29.44633,-96.948595
103 VILLAGE DR APT 20,HALLETTSVILLE,29.44633,-96.948595
103 VILLAGE DR APT 37,HALLETTSVILLE,29.44633,-96.948595
103 VILLAGE DR APT 10,HALLETTSVILLE,29.44633,-96.948595
508 WALNUT ST,HALLETTSVILLE,29.446341,-96.952549
1309 COUNTY ROAD 182,HALLETTSVILLE,29.446362,-97.018608
805 E 2ND ST,HALLETTSVILLE,29.446393,-96.936474
444 COUNTY ROAD 133,HALLETTSVILLE,29.446415,-96.884952
1102 E 2ND ST,HALLETTSVILLE,29.446614,-96.934762
305 N LA GRANGE ST,HALLETTSVILLE,29.446675,-96.942741
305 N LA GRANGE ST,HALLETTSVILLE,29.446675,-96.942741
1200 E 2ND ST,HALLETTSVILLE,29.446705,-96.933951
205 N DOWLING ST,HALLETTSVILLE,29.446738,-96.939228
1204 E 2ND ST,HALLETTSVILLE,29.446766,-96.933484
306 N LA GRANGE ST,HALLETTSVILLE,29.446771,-96.942764
304 E 1ST ST,HALLETTSVILLE,29.446786,-96.93892
1188 COUNTY ROAD 451,HALLETTSVILLE,29.446819,-96.924139
530 PRIVATE ROAD 1065,HALLETTSVILLE,29.446819,-96.924139
250 COUNTY ROAD 451,HALLETTSVILLE,29.446819,-96.924139
696 PRIVATE ROAD 4012,HALLETTSVILLE,29.446819,-96.924139
941 FM 2314,HALLETTSVILLE,29.446819,-96.924139
941 FM 2314,HALLETTSVILLE,29.446819,-96.924139
566 PRIVATE ROAD 1080,HALLETTSVILLE,29.446819,-96.924139
5343 COUNTY ROAD 1,HALLETTSVILLE,29.446819,-96.924139
941 FM 2314,HALLETTSVILLE,29.446819,-96.924139
5345 COUNTY ROAD 1,HALLETTSVILLE,29.446819,-96.924139
2461 PRIVATE ROAD 1024,HALLETTSVILLE,29.446819,-96.924139
1087 COUNTY ROAD 456,HALLETTSVILLE,29.446819,-96.924139
1829 COUNTY ROAD 237,HALLETTSVILLE,29.446819,-96.924139
2461 PRIVATE ROAD 1024,HALLETTSVILLE,29.446819,-96.924139
501 COUNTY ROAD 380,HALLETTSVILLE,29.446819,-96.924139
665 COUNTY ROAD 164,HALLETTSVILLE,29.446819,-96.924139
500 E 1ST ST APT A,HALLETTSVILLE,29.446834,-96.938621
600 E 1ST ST,HALLETTSVILLE,29.446857,-96.938476
600 E 1ST ST,HALLETTSVILLE,29.446857,-96.938476
605 E 1ST ST,HALLETTSVILLE,29.446858,-96.938467
601 E 1ST ST,HALLETTSVILLE,29.446858,-96.938467
603 E 1ST ST,HALLETTSVILLE,29.446858,-96.938467
603 E 1ST ST,HALLETTSVILLE,29.446858,-96.938467
606 E 1ST ST,HALLETTSVILLE,29.446858,-96.938467
701 E 1ST ST,HALLETTSVILLE,29.446883,-96.938313
703 E 1ST ST,HALLETTSVILLE,29.446886,-96.938297
869 COUNTY ROAD 178,HALLETTSVILLE,29.446888,-97.041339
309 N LA GRANGE ST,HALLETTSVILLE,29.447051,-96.942833
309 N LA GRANGE ST,HALLETTSVILLE,29.447051,-96.942833
803 E 1ST ST,HALLETTSVILLE,29.447071,-96.937269
803 E 1ST ST,HALLETTSVILLE,29.447071,-96.937269
804 E 1ST ST,HALLETTSVILLE,29.447085,-96.937186
804 E 1ST ST,HALLETTSVILLE,29.447085,-96.937186
7822 FM 1891,HALLETTSVILLE,29.44716,-97.056411
1007 US HIGHWAY 90A E,HALLETTSVILLE,29.447182,-96.921762
811 E 1ST ST,HALLETTSVILLE,29.447185,-96.936595
303 N MARKET ST,HALLETTSVILLE,29.447223,-96.93659
305 N DOWLING ST,HALLETTSVILLE,29.447237,-96.939219
305 N DOWLING ST,HALLETTSVILLE,29.447237,-96.939219
307 N DOWLING ST,HALLETTSVILLE,29.447246,-96.939218
307 N DOWLING ST,HALLETTSVILLE,29.447246,-96.939218
305 N MARKET ST,HALLETTSVILLE,29.447248,-96.936587
309 N DOWLING ST,HALLETTSVILLE,29.447255,-96.939217
311 N DOWLING ST,HALLETTSVILLE,29.447269,-96.939215
302 N PROMENADE ST APT B,HALLETTSVILLE,29.447277,-96.937652
302 N PROMENADE ST APT B,HALLETTSVILLE,29.447277,-96.937652
302 N PROMENADE ST APT B,HALLETTSVILLE,29.447277,-96.937652
433 COUNTY ROAD 156,HALLETTSVILLE,29.447312,-96.86514
402 N GLENDALE ST,HALLETTSVILLE,29.447318,-96.940241
311 N MARKET ST,HALLETTSVILLE,29.447324,-96.936587
404 N GLENDALE ST,HALLETTSVILLE,29.44734,-96.94024
405 N GLENDALE ST,HALLETTSVILLE,29.447351,-96.940239
408 N GLENDALE ST,HALLETTSVILLE,29.447383,-96.940236
1464 COUNTY ROAD 182,HALLETTSVILLE,29.447391,-97.018368
409 N GLENDALE ST,HALLETTSVILLE,29.447394,-96.940233
410 N GLENDALE ST,HALLETTSVILLE,29.447405,-96.94023
925 COUNTY ROAD 178,HALLETTSVILLE,29.447461,-97.041339
314 N LA GRANGE ST,HALLETTSVILLE,29.447521,-96.942912
303 N RIDGE ST,HALLETTSVILLE,29.447555,-96.935839
304 N PROMENADE ST,HALLETTSVILLE,29.447567,-96.937672
315 N LA GRANGE ST,HALLETTSVILLE,29.447614,-96.942926
311 N RIDGE ST,HALLETTSVILLE,29.447636,-96.935856
311 N RIDGE ST,HALLETTSVILLE,29.447636,-96.935856
101 N ROGERS ST,HALLETTSVILLE,29.447685,-96.94437
305 N PROMENADE ST,HALLETTSVILLE,29.447706,-96.937714
305 N PROMENADE ST,HALLETTSVILLE,29.447706,-96.937714
402 N DOWLING ST,HALLETTSVILLE,29.447727,-96.939149
113 E ROGERS ST,HALLETTSVILLE,29.447791,-96.943137
113 E ROGERS ST,HALLETTSVILLE,29.447791,-96.943137
101 E ROGERS ST,HALLETTSVILLE,29.447805,-96.942969
101 E ROGERS ST,HALLETTSVILLE,29.447805,-96.942969
317 N LA GRANGE ST,HALLETTSVILLE,29.447806,-96.942956
306 N PROMENADE ST,HALLETTSVILLE,29.447846,-96.937754
307 N PROMENADE ST,HALLETTSVILLE,29.447846,-96.937754
306 N PROMENADE ST,HALLETTSVILLE,29.447846,-96.937754
309 N PROMENADE ST,HALLETTSVILLE,29.447882,-96.937761
1311 E CEMETERY RD UNIT G,HALLETTSVILLE,29.447937,-96.932004
1315 E CEMETERY RD UNIT B,HALLETTSVILLE,29.448035,-96.931904
1315 E CEMETERY RD,HALLETTSVILLE,29.448035,-96.931904
404 N MAIN ST,HALLETTSVILLE,29.448108,-96.944487
504 N DOWLING ST APT B,HALLETTSVILLE,29.448256,-96.93907
1549 COUNTY ROAD 182,HALLETTSVILLE,29.448284,-97.018294
1549 COUNTY ROAD 182,HALLETTSVILLE,29.448284,-97.018294
508 N DOWLING ST,HALLETTSVILLE,29.44832,-96.939059
406 N MAIN ST,HALLETTSVILLE,29.448325,-96.944536
1341 E CEMETERY RD,HALLETTSVILLE,29.448346,-96.931008
501 N GLENDALE ST,HALLETTSVILLE,29.448371,-96.939971
507 N GLENDALE ST,HALLETTSVILLE,29.448427,-96.939957
407 N MAIN ST,HALLETTSVILLE,29.448429,-96.944552
509 N GLENDALE ST,HALLETTSVILLE,29.448446,-96.939952
7757 FM 1891,HALLETTSVILLE,29.4485,-97.056429
199 COUNTY ROAD 184,HALLETTSVILLE,29.448518,-97.000585
401 N PROMENADE ST,HALLETTSVILLE,29.448519,-96.937597
401 N RIDGE ST,HALLETTSVILLE,29.448526,-96.936046
423 N TEXANA ST APT A,HALLETTSVILLE,29.448572,-96.941575
423 N TEXANA ST APT B,HALLETTSVILLE,29.448572,-96.941575
425 N TEXANA ST,HALLETTSVILLE,29.448605,-96.941568
427 N TEXANA ST,HALLETTSVILLE,29.448643,-96.94156
410 N MAIN ST,HALLETTSVILLE,29.448756,-96.9446
1405 E CEMETERY RD,HALLETTSVILLE,29.448796,-96.928126
1416 E CEMETERY RD,HALLETTSVILLE,29.448873,-96.927685
414 N MAIN ST,HALLETTSVILLE,29.448891,-96.944621
1409 E CEMETERY RD,HALLETTSVILLE,29.448923,-96.927393
1071 COUNTY ROAD 178,HALLETTSVILLE,29.448952,-97.041348
1413 E CEMETERY RD,HALLETTSVILLE,29.448966,-96.927118
404 N MARKET ST,HALLETTSVILLE,29.44901,-96.936919
403 N MARKET ST,HALLETTSVILLE,29.44901,-96.936919
403 N MARKET ST,HALLETTSVILLE,29.44901,-96.936919
403 N LA GRANGE ST,HALLETTSVILLE,29.449015,-96.943152
405 N LA GRANGE ST,HALLETTSVILLE,29.449043,-96.943156
409 N LA GRANGE ST,HALLETTSVILLE,29.449099,-96.943165
410 N LA GRANGE ST,HALLETTSVILLE,29.449113,-96.943168
412 N LA GRANGE ST,HALLETTSVILLE,29.449141,-96.943172
505 BOWIE ST,HALLETTSVILLE,29.449144,-96.937838
501 BOWIE ST,HALLETTSVILLE,29.449149,-96.937877
413 N LA GRANGE ST,HALLETTSVILLE,29.449155,-96.943174
413 N LA GRANGE ST,HALLETTSVILLE,29.449155,-96.943174
110 SPEARY ST,HALLETTSVILLE,29.449194,-96.94333
421 N LA GRANGE ST,HALLETTSVILLE,29.449233,-96.943187
549 COUNTY ROAD 135,HALLETTSVILLE,29.449236,-96.893033
549 COUNTY ROAD 135,HALLETTSVILLE,29.449236,-96.893033
423 N LA GRANGE ST,HALLETTSVILLE,29.449244,-96.943188
411 BOWIE ST,HALLETTSVILLE,29.449277,-96.938756
412 BOWIE ST,HALLETTSVILLE,29.449277,-96.938756
409 BOWIE ST,HALLETTSVILLE,29.449279,-96.938776
406 BOWIE ST APT A,HALLETTSVILLE,29.449285,-96.938815
405 BOWIE ST,HALLETTSVILLE,29.449285,-96.938815
404 BOWIE ST APT A,HALLETTSVILLE,29.449288,-96.938834
403 BOWIE ST,HALLETTSVILLE,29.449288,-96.938834
401 BOWIE ST,HALLETTSVILLE,29.449291,-96.938854
401 BOWIE ST,HALLETTSVILLE,29.449291,-96.938854
605 N DOWLING ST,HALLETTSVILLE,29.449307,-96.938871
605 N DOWLING ST,HALLETTSVILLE,29.449307,-96.938871
607 N DOWLING ST,HALLETTSVILLE,29.449315,-96.93887
663 COUNTY ROAD 135,HALLETTSVILLE,29.449326,-96.886904
307 N ROGERS ST,HALLETTSVILLE,29.449361,-96.94654
309 N ROGERS ST,HALLETTSVILLE,29.449386,-96.946552
310 N ROGERS ST,HALLETTSVILLE,29.449398,-96.946559
604 N DOWLING ST,HALLETTSVILLE,29.449411,-96.938852
604 N DOWLING ST,HALLETTSVILLE,29.449411,-96.938852
604 N DOWLING ST,HALLETTSVILLE,29.449411,-96.938852
307 BOWIE ST,HALLETTSVILLE,29.44943,-96.939669
306 BOWIE ST,HALLETTSVILLE,29.449432,-96.939677
407 N RIDGE ST,HALLETTSVILLE,29.44944,-96.93623
300 BOWIE ST,HALLETTSVILLE,29.44944,-96.939728
600 N GLENDALE ST,HALLETTSVILLE,29.44944,-96.939728
1565 FM 2314,HALLETTSVILLE,29.449446,-96.911005
118 PRIVATE ROAD 1017,HALLETTSVILLE,29.449446,-96.911005
314 N ROGERS ST,HALLETTSVILLE,29.449448,-96.946584
500 N RIDGE ST,HALLETTSVILLE,29.449611,-96.936268
7694 FM 1891,HALLETTSVILLE,29.449647,-97.056459
200 BOWIE ST,HALLETTSVILLE,29.449685,-96.941336
200 BOWIE ST,HALLETTSVILLE,29.449685,-96.941336
703 N DOWLING ST,HALLETTSVILLE,29.449718,-96.938798
111 BOWIE ST,HALLETTSVILLE,29.449748,-96.943044
110 BOWIE ST,HALLETTSVILLE,29.449748,-96.943061
101 BOWIE ST,HALLETTSVILLE,29.449751,-96.943246
700 N DOWLING ST,HALLETTSVILLE,29.44976,-96.93879
702 N DOWLING ST,HALLETTSVILLE,29.449767,-96.938789
704 N DOWLING ST,HALLETTSVILLE,29.449775,-96.938788
503 N LA GRANGE ST,HALLETTSVILLE,29.449778,-96.943266
501 N RIDGE ST,HALLETTSVILLE,29.449781,-96.936305
500 N MAIN ST,HALLETTSVILLE,29.449792,-96.944791
505 N LA GRANGE ST,HALLETTSVILLE,29.449796,-96.943269
503 N MAIN ST,HALLETTSVILLE,29.449825,-96.944797
504 N MAIN ST,HALLETTSVILLE,29.449837,-96.944799
606 N GLENDALE ST,HALLETTSVILLE,29.449848,-96.939636
506 N MAIN ST,HALLETTSVILLE,29.449859,-96.944803
507 N MAIN ST,HALLETTSVILLE,29.449871,-96.944805
507 N MAIN ST,HALLETTSVILLE,29.449871,-96.944805
507 N MAIN ST,HALLETTSVILLE,29.449871,-96.944805
507 N MAIN ST,HALLETTSVILLE,29.449871,-96.944805
509 N MARKET ST,HALLETTSVILLE,29.449896,-96.93711
510 N MAIN ST,HALLETTSVILLE,29.449904,-96.944812
607 N GLENDALE ST,HALLETTSVILLE,29.449915,-96.939621
511 N MAIN ST,HALLETTSVILLE,29.449916,-96.944814
515 N MAIN ST,HALLETTSVILLE,29.449962,-96.944823
515 N MAIN ST,HALLETTSVILLE,29.449962,-96.944823
109 SUFFOLK ST,HALLETTSVILLE,29.450063,-96.934064
111 SUFFOLK ST,HALLETTSVILLE,29.450095,-96.933901
112 SUFFOLK ST,HALLETTSVILLE,29.45011,-96.933827
112 SUFFOLK ST,HALLETTSVILLE,29.45011,-96.933827
1832 US HIGHWAY 90A E,HALLETTSVILLE,29.450119,-96.908294
113 SUFFOLK ST,HALLETTSVILLE,29.450125,-96.933753
113 SUFFOLK ST,HALLETTSVILLE,29.450125,-96.933753
114 SUFFOLK ST,HALLETTSVILLE,29.450142,-96.933664
502 CROCKETT ST,HALLETTSVILLE,29.45016,-96.93883
116 SUFFOLK ST,HALLETTSVILLE,29.450172,-96.933516
501 CROCKETT ST,HALLETTSVILLE,29.450181,-96.939109
208 CROCKETT ST,HALLETTSVILLE,29.450181,-96.939109
117 SUFFOLK ST,HALLETTSVILLE,29.450186,-96.933442
100 RIDGECREST ST,HALLETTSVILLE,29.450194,-96.936389
505 N RIDGE ST,HALLETTSVILLE,29.450194,-96.936389
101 RIDGECREST ST,HALLETTSVILLE,29.4502,-96.936357
506 N RIDGE ST,HALLETTSVILLE,29.450208,-96.936392
103 RIDGECREST ST,HALLETTSVILLE,29.450212,-96.936292
602 N TEXANA ST,HALLETTSVILLE,29.450214,-96.941223
104 RIDGECREST ST,HALLETTSVILLE,29.450218,-96.936259
121 SUFFOLK ST,HALLETTSVILLE,29.450219,-96.933276
119 SUFFOLK ST,HALLETTSVILLE,29.450219,-96.933278
120 SUFFOLK ST,HALLETTSVILLE,29.450219,-96.933278
509 N RIDGE ST,HALLETTSVILLE,29.450222,-96.936395
105 RIDGECREST ST,HALLETTSVILLE,29.450224,-96.936227
105 RIDGECREST ST,HALLETTSVILLE,29.450224,-96.936227
105 RIDGECREST ST,HALLETTSVILLE,29.450224,-96.936227
105 RIDGECREST ST,HALLETTSVILLE,29.450224,-96.936227
107 RIDGECREST ST,HALLETTSVILLE,29.450237,-96.936158
108 RIDGECREST ST,HALLETTSVILLE,29.450243,-96.936125
109 RIDGECREST ST,HALLETTSVILLE,29.450249,-96.936093
110 RIDGECREST ST,HALLETTSVILLE,29.450255,-96.93606
111 RIDGECREST ST,HALLETTSVILLE,29.450262,-96.936027
111 RIDGECREST ST,HALLETTSVILLE,29.450262,-96.936027
113 RIDGECREST ST,HALLETTSVILLE,29.450275,-96.935962
114 RIDGECREST ST,HALLETTSVILLE,29.450282,-96.935929
116 RIDGECREST ST,HALLETTSVILLE,29.450296,-96.935863
202 PAULUS DR,HALLETTSVILLE,29.450309,-96.946376
120 RIDGECREST ST,HALLETTSVILLE,29.450323,-96.935732
121 RIDGECREST ST,HALLETTSVILLE,29.45033,-96.935699
600 N MARKET ST,HALLETTSVILLE,29.450342,-96.937204
601 N MARKET ST,HALLETTSVILLE,29.450354,-96.937207
601 N MARKET ST,HALLETTSVILLE,29.450354,-96.937207
602 N MARKET ST,HALLETTSVILLE,29.450354,-96.937207
604 N MARKET ST,HALLETTSVILLE,29.450366,-96.937209
204 CROCKETT ST,HALLETTSVILLE,29.450492,-96.940044
111 CROCKETT ST,HALLETTSVILLE,29.450555,-96.94264
112 CROCKETT ST,HALLETTSVILLE,29.450556,-96.942624
112 CROCKETT ST,HALLETTSVILLE,29.450556,-96.942624
701 N GLENDALE ST,HALLETTSVILLE,29.450682,-96.939446
701 N GLENDALE ST,HALLETTSVILLE,29.450682,-96.939446
1898 FM 340,HALLETTSVILLE,29.450699,-96.999041
519 N MAIN ST,HALLETTSVILLE,29.450743,-96.944988
702 N GLENDALE ST,HALLETTSVILLE,29.450768,-96.939426
701 N TEXANA ST,HALLETTSVILLE,29.450804,-96.941103
700 N MARKET ST,HALLETTSVILLE,29.450847,-96.937312
201 RIDGECREST ST,HALLETTSVILLE,29.450872,-96.933146
200 RIDGECREST ST,HALLETTSVILLE,29.450872,-96.933152
205 RIDGECREST ST,HALLETTSVILLE,29.450877,-96.933115
408 JENNIFER DR,HALLETTSVILLE,29.450894,-96.933156
601 N RIDGE ST,HALLETTSVILLE,29.450916,-96.936542
100 HESSLER DR,HALLETTSVILLE,29.450916,-96.936542
102 HESSLER DR,HALLETTSVILLE,29.450923,-96.936477
103 HESSLER DR,HALLETTSVILLE,29.450927,-96.936444
2031 US HIGHWAY 90A E,HALLETTSVILLE,29.450929,-96.905125
104 HESSLER DR,HALLETTSVILLE,29.450931,-96.936406
104 HESSLER DR,HALLETTSVILLE,29.450931,-96.936406
602 N RIDGE ST,HALLETTSVILLE,29.450933,-96.936545
603 N RIDGE ST,HALLETTSVILLE,29.450933,-96.936545
602 N RIDGE ST,HALLETTSVILLE,29.450933,-96.936545
108 HESSLER DR,HALLETTSVILLE,29.450946,-96.936275
704 N GLENDALE ST,HALLETTSVILLE,29.450948,-96.939384
605 N RIDGE ST,HALLETTSVILLE,29.450951,-96.936549
110 HESSLER DR,HALLETTSVILLE,29.450953,-96.936209
114 HESSLER DR,HALLETTSVILLE,29.450969,-96.936072
607 N RIDGE ST,HALLETTSVILLE,29.450969,-96.936553
115 HESSLER DR,HALLETTSVILLE,29.450972,-96.936039
117 HESSLER DR,HALLETTSVILLE,29.450982,-96.935973
118 HESSLER DR,HALLETTSVILLE,29.450987,-96.935939
119 HESSLER DR,HALLETTSVILLE,29.450992,-96.935906
120 HESSLER DR,HALLETTSVILLE,29.450997,-96.935872
705 N TEXANA ST,HALLETTSVILLE,29.451057,-96.941052
705 N TEXANA ST,HALLETTSVILLE,29.451057,-96.941052
208 W PARK ST,HALLETTSVILLE,29.451095,-96.946418
208 W PARK ST,HALLETTSVILLE,29.451095,-96.946418
205 W PARK ST,HALLETTSVILLE,29.451104,-96.946379
11 COUNTY ROAD 133,HALLETTSVILLE,29.451187,-96.884955
703 N MARKET ST,HALLETTSVILLE,29.451201,-96.93739
707 N GLENDALE ST,HALLETTSVILLE,29.451207,-96.939322
600 N MAIN ST,HALLETTSVILLE,29.451283,-96.945102
602 N MAIN ST,HALLETTSVILLE,29.451284,-96.945103
602 N MAIN ST,HALLETTSVILLE,29.451284,-96.945103
704 SOLEDAD ST,HALLETTSVILLE,29.451285,-96.940374
610 N MAIN ST,HALLETTSVILLE,29.451285,-96.945103
701 N MAIN ST,HALLETTSVILLE,29.451308,-96.945108
713 N MAIN ST,HALLETTSVILLE,29.45131,-96.945108
2123 US HIGHWAY 90A E,HALLETTSVILLE,29.451314,-96.903627
801 N MAIN ST,HALLETTSVILLE,29.451331,-96.945112
114 W PARK ST,HALLETTSVILLE,29.451348,-96.945291
112 W PARK ST,HALLETTSVILLE,29.451352,-96.945268
111 W PARK ST,HALLETTSVILLE,29.451354,-96.945256
903 N MAIN ST,HALLETTSVILLE,29.451356,-96.945118
703 SOLEDAD ST,HALLETTSVILLE,29.451359,-96.940512
108 W PARK ST,HALLETTSVILLE,29.451361,-96.945218
36 COUNTY ROAD 135,HALLETTSVILLE,29.451363,-96.900791
1243 FM 957,HALLETTSVILLE,29.451448,-96.945137
1277 FM 957,HALLETTSVILLE,29.451453,-96.945138
707 N TEXANA ST,HALLETTSVILLE,29.451454,-96.940985
200 HESSLER DR,HALLETTSVILLE,29.451458,-96.933257
201 HESSLER DR,HALLETTSVILLE,29.451459,-96.933242
