ADDR_LN_1,CITY,LATTD,LNGTD
707 WALNUT ST,YOAKUM,29.283886,-97.135845
703 COKE ST,YOAKUM,29.283902,-97.138406
705 WALNUT ST,YOAKUM,29.283913,-97.135876
1006 E GONZALES ST,YOAKUM,29.283944,-97.140089
702 COKE ST,YOAKUM,29.283991,-97.138507
702 COKE ST,YOAKUM,29.283991,-97.138507
401 SHEEHAN ST,YOAKUM,29.284051,-97.135873
401 SHEEHAN ST,YOAKUM,29.284051,-97.135873
704 MAPLE ST,YOAKUM,29.284076,-97.134567
704 MAPLE ST,YOAKUM,29.284076,-97.134567
303 KENT ST,YOAKUM,29.284122,-97.137378
402 SHEEHAN ST,YOAKUM,29.284123,-97.135793
616 E HOCHHEIM ST,YOAKUM,29.284164,-97.142416
616 E HOCHHEIM ST,YOAKUM,29.284164,-97.142416
617 E HOCHHEIM ST,YOAKUM,29.284164,-97.142416
619 E HOCHHEIM ST,YOAKUM,29.284164,-97.142416
1001 E GONZALES ST,YOAKUM,29.284167,-97.140353
1002 E GONZALES ST,YOAKUM,29.284167,-97.140353
1002 E GONZALES ST,YOAKUM,29.284167,-97.140353
613 E HOCHHEIM ST,YOAKUM,29.284234,-97.142733
702 MAPLE ST,YOAKUM,29.284237,-97.134756
304 COUNTY ROAD 404,YOAKUM,29.284314,-97.113965
605 E HOCHHEIM ST,YOAKUM,29.284374,-97.143366
915 E GONZALES ST,YOAKUM,29.284376,-97.140685
911 E GONZALES ST,YOAKUM,29.284394,-97.140715
911 E GONZALES ST,YOAKUM,29.284394,-97.140715
407 SHEEHAN ST,YOAKUM,29.284491,-97.135386
608 WALNUT ST,YOAKUM,29.28457,-97.136646
607 WALNUT ST,YOAKUM,29.284577,-97.136654
607 WALNUT ST,YOAKUM,29.284577,-97.136654
606 WALNUT ST,YOAKUM,29.284583,-97.136661
605 WALNUT ST,YOAKUM,29.284589,-97.136669
605 WALNUT ST,YOAKUM,29.284589,-97.136669
603 WALNUT ST,YOAKUM,29.284602,-97.136684
602 WALNUT ST,YOAKUM,29.284609,-97.136691
601 WALNUT ST,YOAKUM,29.284615,-97.136699
207 KENT ST,YOAKUM,29.284705,-97.138053
507 EDGAR ST,YOAKUM,29.284723,-97.143808
201 KENT ST,YOAKUM,29.284741,-97.138098
608 MAPLE ST,YOAKUM,29.284768,-97.13537
275 COUNTY ROAD 404,YOAKUM,29.284772,-97.1145
612 COKE ST,YOAKUM,29.284776,-97.139413
612 COKE ST,YOAKUM,29.284776,-97.139413
612 COKE ST,YOAKUM,29.284776,-97.139413
612 COKE ST,YOAKUM,29.284776,-97.139413
609 COKE ST,YOAKUM,29.284797,-97.139437
609 COKE ST,YOAKUM,29.284797,-97.139437
502 E HOCHHEIM ST,YOAKUM,29.2848,-97.14483
605 COKE ST,YOAKUM,29.284824,-97.139469
601 COKE ST,YOAKUM,29.284852,-97.139501
101 STEEN ST,YOAKUM,29.284852,-97.139516
606 MAPLE ST,YOAKUM,29.2849,-97.135515
506 EDGAR ST,YOAKUM,29.28502,-97.143697
2284 COUNTY ROAD 406,YOAKUM,29.285046,-97.073393
807 E GONZALES ST,YOAKUM,29.285167,-97.141726
807 E GONZALES ST,YOAKUM,29.285167,-97.141726
503 EDGAR ST,YOAKUM,29.285187,-97.143635
609 MAPLE ST,YOAKUM,29.285237,-97.135897
509 WALNUT ST,YOAKUM,29.285248,-97.13743
605 MAPLE ST,YOAKUM,29.285262,-97.135926
505 WALNUT ST,YOAKUM,29.285276,-97.137462
514 E MORRIS ST,YOAKUM,29.285285,-97.143017
601 MAPLE ST,YOAKUM,29.285289,-97.135957
503 WALNUT ST,YOAKUM,29.28529,-97.137478
512 E MORRIS ST,YOAKUM,29.285295,-97.143056
510 E MORRIS ST,YOAKUM,29.285303,-97.143087
510 E MORRIS ST,YOAKUM,29.285303,-97.143087
500 WALNUT ST,YOAKUM,29.28531,-97.137501
111 KENT ST,YOAKUM,29.285379,-97.138813
2113 COUNTY ROAD 400,YOAKUM,29.285425,-97.102421
2346 COUNTY ROAD 406,YOAKUM,29.285488,-97.072897
549 COUNTY ROAD 400,YOAKUM,29.285509,-97.121982
3131 COUNTY ROAD 400,YOAKUM,29.285575,-97.090277
542 COUNTY ROAD 400,YOAKUM,29.285577,-97.122061
516 COKE ST,YOAKUM,29.285646,-97.140417
515 COKE ST,YOAKUM,29.285656,-97.140428
515 COKE ST,YOAKUM,29.285656,-97.140428
715 E GONZALES ST,YOAKUM,29.285663,-97.142256
713 E GONZALES ST,YOAKUM,29.285676,-97.142272
711 E GONZALES ST,YOAKUM,29.285683,-97.142279
512 COKE ST,YOAKUM,29.285684,-97.140461
512 COKE ST,YOAKUM,29.285684,-97.140461
712 E GONZALES ST,YOAKUM,29.285686,-97.142281
712 E GONZALES ST,YOAKUM,29.285686,-97.142281
710 E GONZALES ST,YOAKUM,29.285699,-97.142297
707 E GONZALES ST,YOAKUM,29.285709,-97.14231
507 COKE ST,YOAKUM,29.285731,-97.140515
102 KENT ST,YOAKUM,29.285842,-97.139041
310 HIGHLAND ST,YOAKUM,29.2859,-97.135122
509 MAPLE ST,YOAKUM,29.285904,-97.136664
509 MAPLE ST,YOAKUM,29.285904,-97.136664
2035 COUNTY ROAD 400,YOAKUM,29.285914,-97.103365
507 MAPLE ST,YOAKUM,29.285917,-97.136679
307 HIGHLAND ST,YOAKUM,29.285919,-97.135144
305 HIGHLAND ST,YOAKUM,29.285932,-97.135159
409 WALNUT ST,YOAKUM,29.285935,-97.13822
409 WALNUT ST,YOAKUM,29.285935,-97.13822
304 HIGHLAND ST,YOAKUM,29.285938,-97.135166
408 WALNUT ST,YOAKUM,29.285942,-97.138228
303 HIGHLAND ST,YOAKUM,29.285945,-97.135173
502 MAPLE ST,YOAKUM,29.285951,-97.136718
301 HIGHLAND ST,YOAKUM,29.285957,-97.135188
501 MAPLE ST,YOAKUM,29.285958,-97.136726
405 WALNUT ST,YOAKUM,29.285962,-97.138252
404 WALNUT ST,YOAKUM,29.285969,-97.13826
403 WALNUT ST,YOAKUM,29.285976,-97.138268
2629 COUNTY ROAD 400,YOAKUM,29.285979,-97.096001
2629 COUNTY ROAD 400,YOAKUM,29.285979,-97.096001
401 WALNUT ST,YOAKUM,29.28599,-97.138284
2026 COUNTY ROAD 400,YOAKUM,29.285998,-97.103467
3077 COUNTY ROAD 400,YOAKUM,29.286106,-97.090881
2446 COUNTY ROAD 406,YOAKUM,29.28619,-97.072109
113 CHRISTIANA ST,YOAKUM,29.286245,-97.140049
113 CHRISTIANA ST,YOAKUM,29.286245,-97.140049
408 COKE ST,YOAKUM,29.286245,-97.141108
411 EDGAR ST,YOAKUM,29.286248,-97.143199
407 COKE ST,YOAKUM,29.28625,-97.141113
3061 COUNTY ROAD 400,YOAKUM,29.286262,-97.091059
3061 COUNTY ROAD 400,YOAKUM,29.286262,-97.091059
404 COKE ST,YOAKUM,29.286265,-97.14113
404 COKE ST,YOAKUM,29.286265,-97.14113
404 COKE ST,YOAKUM,29.286265,-97.14113
775 COUNTY ROAD 400,YOAKUM,29.286272,-97.118818
101 LAVACA ST,YOAKUM,29.286302,-97.142819
604 E HUGO ST,YOAKUM,29.286311,-97.143159
604 E HUGO ST,YOAKUM,29.286311,-97.143159
107 LAVACA ST,YOAKUM,29.286385,-97.142718
420 E HUGO ST,YOAKUM,29.286516,-97.143804
603 E GONZALES ST APT 111,YOAKUM,29.286538,-97.143053
603 E GONZALES ST APT 128,YOAKUM,29.286538,-97.143053
603 E GONZALES ST APT 110,YOAKUM,29.286538,-97.143053
603 E GONZALES ST APT 119,YOAKUM,29.286538,-97.143053
603 E GONZALES ST APT 112,YOAKUM,29.286538,-97.143053
417 E HUGO ST,YOAKUM,29.286563,-97.143978
210 HIGHLAND ST,YOAKUM,29.286566,-97.135893
410 MAPLE ST,YOAKUM,29.286576,-97.137452
416 E HUGO ST,YOAKUM,29.286584,-97.144057
207 HIGHLAND ST,YOAKUM,29.286587,-97.135916
309 WALNUT ST,YOAKUM,29.286592,-97.138982
206 HIGHLAND ST,YOAKUM,29.286593,-97.135924
314 WALNUT ST,YOAKUM,29.286598,-97.13899
205 HIGHLAND ST,YOAKUM,29.2866,-97.135932
406 MAPLE ST,YOAKUM,29.286603,-97.137484
415 E HUGO ST,YOAKUM,29.286604,-97.144135
307 WALNUT ST,YOAKUM,29.286605,-97.138997
204 HIGHLAND ST,YOAKUM,29.286607,-97.135939
203 HIGHLAND ST,YOAKUM,29.286613,-97.135947
203 HIGHLAND ST,YOAKUM,29.286613,-97.135947
203 HIGHLAND ST,YOAKUM,29.286613,-97.135947
305 WALNUT ST,YOAKUM,29.286618,-97.139012
403 MAPLE ST,YOAKUM,29.286623,-97.137508
414 E HUGO ST,YOAKUM,29.286625,-97.144214
402 MAPLE ST,YOAKUM,29.28663,-97.137516
303 WALNUT ST,YOAKUM,29.286631,-97.139027
310 WALNUT ST,YOAKUM,29.286631,-97.139027
109 ROSS ST,YOAKUM,29.286637,-97.143741
308 WALNUT ST,YOAKUM,29.286643,-97.139042
409 E HUGO ST,YOAKUM,29.286739,-97.14464
107 THERESA ST,YOAKUM,29.286751,-97.140621
109 THERESA ST,YOAKUM,29.286888,-97.140465
407 SIMPSON ST,YOAKUM,29.28689,-97.145394
407 SIMPSON ST,YOAKUM,29.28689,-97.145394
207 WALNUT ST,YOAKUM,29.286892,-97.139335
311 COKE ST,YOAKUM,29.286905,-97.141903
310 COKE ST,YOAKUM,29.286912,-97.141911
309 COKE ST,YOAKUM,29.286919,-97.14192
110 THERESA ST,YOAKUM,29.286952,-97.140391
301 COKE ST,YOAKUM,29.286975,-97.141987
398 COUNTY ROAD 400,YOAKUM,29.287021,-97.123705
1109 CLARK ST,YOAKUM,29.287033,-97.134469
1917 COUNTY ROAD 400,YOAKUM,29.287072,-97.104683
402 SVOBODA ST,YOAKUM,29.287117,-97.13698
402 SVOBODA ST,YOAKUM,29.287117,-97.13698
203 WALNUT ST,YOAKUM,29.287135,-97.139622
380 COUNTY ROAD 400,YOAKUM,29.287203,-97.123914
315 E HUGO ST,YOAKUM,29.287203,-97.14636
311 E HUGO ST,YOAKUM,29.287216,-97.146406
309 E HUGO ST,YOAKUM,29.287222,-97.146429
1204 CLARK ST,YOAKUM,29.287223,-97.134679
406 E MORRIS ST,YOAKUM,29.287226,-97.145259
407 E MORRIS ST,YOAKUM,29.287226,-97.145259
407 E MORRIS ST,YOAKUM,29.287226,-97.145259
307 E HUGO ST,YOAKUM,29.287228,-97.146452
307 E HUGO ST,YOAKUM,29.287228,-97.146452
305 E HUGO ST,YOAKUM,29.287235,-97.146475
112 HIGHLAND ST,YOAKUM,29.287239,-97.136658
2867 FM 2543,YOAKUM,29.28724,-97.060664
108 HIGHLAND ST,YOAKUM,29.287266,-97.136689
108 HIGHLAND ST,YOAKUM,29.287266,-97.136689
107 HIGHLAND ST,YOAKUM,29.287273,-97.136697
311 MAPLE ST,YOAKUM,29.287274,-97.138241
310 MAPLE ST,YOAKUM,29.287279,-97.138247
704 SHEEHAN ST,YOAKUM,29.28728,-97.132296
103 HIGHLAND ST,YOAKUM,29.287301,-97.136728
102 HIGHLAND ST,YOAKUM,29.287308,-97.136736
102 HIGHLAND ST,YOAKUM,29.287308,-97.136736
305 MAPLE ST,YOAKUM,29.287318,-97.138289
404 SVOBODA ST,YOAKUM,29.287321,-97.136751
406 SVOBODA ST,YOAKUM,29.287321,-97.136751
404 SVOBODA ST,YOAKUM,29.287321,-97.136751
2767 COUNTY ROAD 400,YOAKUM,29.287329,-97.094427
208 WALNUT ST,YOAKUM,29.287339,-97.139863
1202 CLARK ST,YOAKUM,29.287364,-97.134835
202 WALNUT ST,YOAKUM,29.287368,-97.139897
201 WALNUT ST,YOAKUM,29.287377,-97.139908
201 WALNUT ST,YOAKUM,29.287377,-97.139908
303 DUNN ST,YOAKUM,29.287377,-97.147026
301 SIMPSON ST,YOAKUM,29.287422,-97.145181
301 SIMPSON ST,YOAKUM,29.287422,-97.145181
301 SIMPSON ST,YOAKUM,29.287422,-97.145181
301 SIMPSON ST,YOAKUM,29.287422,-97.145181
208 E HUGO ST,YOAKUM,29.287451,-97.147166
212 MAPLE ST,YOAKUM,29.287465,-97.138451
1103 CLARK ST,YOAKUM,29.287504,-97.134991
212 COKE ST,YOAKUM,29.287546,-97.14264
211 COKE ST,YOAKUM,29.287553,-97.142647
211 COKE ST,YOAKUM,29.287553,-97.142647
209 MAPLE ST,YOAKUM,29.287576,-97.138573
509 E GONZALES ST,YOAKUM,29.287587,-97.144214
205 COKE ST,YOAKUM,29.287591,-97.142691
202 COKE ST,YOAKUM,29.287611,-97.142713
201 COKE ST,YOAKUM,29.287617,-97.14272
200 COKE ST,YOAKUM,29.287623,-97.142727
414 E GONZALES ST,YOAKUM,29.287623,-97.144255
414 E GONZALES ST,YOAKUM,29.287623,-97.144255
208 MAPLE ST,YOAKUM,29.287631,-97.138633
410 E GONZALES ST,YOAKUM,29.287636,-97.14427
501 E GONZALES ST,YOAKUM,29.287644,-97.14428
108 HUBBARD ST,YOAKUM,29.287691,-97.144224
108 HUBBARD ST,YOAKUM,29.287691,-97.144224
920 COUNTY ROAD 400,YOAKUM,29.287692,-97.117135
107 HEFFERMAN ST,YOAKUM,29.287694,-97.138187
107 HEFFERMAN ST,YOAKUM,29.287694,-97.138187
110 HUBBARD ST,YOAKUM,29.287703,-97.144209
413 E GONZALES ST,YOAKUM,29.287723,-97.144417
209 LAVACA ST,YOAKUM,29.287725,-97.141213
111 HEFFERMAN ST,YOAKUM,29.287746,-97.138128
211 LAVACA ST,YOAKUM,29.287757,-97.141196
106 HEFFERMAN ST,YOAKUM,29.287772,-97.138098
113 HEFFERMAN ST,YOAKUM,29.287785,-97.138083
931 COUNTY ROAD 400,YOAKUM,29.287799,-97.117012
115 HEFFERMAN ST,YOAKUM,29.287811,-97.138053
1842 COUNTY ROAD 400,YOAKUM,29.287813,-97.105541
412 SVOBODA ST,YOAKUM,29.287823,-97.136197
110 HEFFERMAN ST,YOAKUM,29.287824,-97.138038
117 HEFFERMAN ST,YOAKUM,29.287837,-97.138023
111 E HUGO ST,YOAKUM,29.287841,-97.148574
110 E HUGO ST,YOAKUM,29.287842,-97.148578
107 E HUGO ST,YOAKUM,29.287844,-97.148587
119 HEFFERMAN ST,YOAKUM,29.287863,-97.137993
106 E HUGO ST,YOAKUM,29.287868,-97.148668
2894 COUNTY ROAD 400,YOAKUM,29.287897,-97.092926
413 SVOBODA ST,YOAKUM,29.287898,-97.136115
2611 COUNTY ROAD 406,YOAKUM,29.287902,-97.070165
116 HEFFERMAN ST,YOAKUM,29.287903,-97.137948
206 ROSS ST,YOAKUM,29.287914,-97.142415
945 COUNTY ROAD 400,YOAKUM,29.287934,-97.116859
202 MAPLE ST,YOAKUM,29.287954,-97.139006
304 COUNTY ROAD 400,YOAKUM,29.287955,-97.124788
215 LAVACA ST,YOAKUM,29.287989,-97.140949
201 MAPLE ST,YOAKUM,29.288006,-97.13907
208 ROSS ST,YOAKUM,29.288011,-97.142313
208 ROSS ST,YOAKUM,29.288011,-97.142313
107 WALNUT ST,YOAKUM,29.288077,-97.140707
105 WALNUT ST,YOAKUM,29.288095,-97.140727
210 ROSS ST,YOAKUM,29.288106,-97.142205
103 WALNUT ST,YOAKUM,29.288109,-97.140743
101 WALNUT ST,YOAKUM,29.288123,-97.140758
2863 COUNTY ROAD 400,YOAKUM,29.288167,-97.093294
112 COKE ST,YOAKUM,29.288181,-97.143451
212 ROSS ST,YOAKUM,29.288198,-97.1421
1101 CLARK ST,YOAKUM,29.288208,-97.135773
212 WHITFIELD ST,YOAKUM,29.288271,-97.141849
207 WHITFIELD ST,YOAKUM,29.2883,-97.141887
207 WHITFIELD ST,YOAKUM,29.2883,-97.141887
317 E GRAND AVE APT A,YOAKUM,29.288324,-97.146493
317 E GRAND AVE APT A,YOAKUM,29.288324,-97.146493
315 E GRAND AVE APT A,YOAKUM,29.288328,-97.14651
202 WHITFIELD ST,YOAKUM,29.288329,-97.141924
202 WHITFIELD ST,YOAKUM,29.288329,-97.141924
201 WHITFIELD ST,YOAKUM,29.288335,-97.141931
264 COUNTY ROAD 400,YOAKUM,29.288337,-97.125237
264 COUNTY ROAD 400,YOAKUM,29.288337,-97.125237
312 E GRAND AVE,YOAKUM,29.288337,-97.146544
312 E GRAND AVE,YOAKUM,29.288337,-97.146544
312 E GRAND AVE,YOAKUM,29.288337,-97.146544
302 E GRAND AVE,YOAKUM,29.288359,-97.146629
993 COUNTY ROAD 400,YOAKUM,29.288392,-97.116337
405 1/2 E GONZALES ST,YOAKUM,29.288392,-97.145031
405 1/2 E GONZALES ST,YOAKUM,29.288392,-97.145031
403 POST ST,YOAKUM,29.288398,-97.138793
403 POST ST,YOAKUM,29.288398,-97.138793
303 LAVACA ST,YOAKUM,29.288415,-97.140439
330 JUNIPER TRL,YOAKUM,29.288502,-97.152205
178 JUNIPER TRL,YOAKUM,29.288502,-97.152205
430 JUNIPER TRL,YOAKUM,29.288502,-97.152205
330 JUNIPER TRL,YOAKUM,29.288502,-97.152205
160 JUNIPER TRL,YOAKUM,29.288502,-97.152205
405 POST ST,YOAKUM,29.288512,-97.138694
205 HUBBARD ST,YOAKUM,29.288532,-97.143211
105 SCHRIMSCHER ST,YOAKUM,29.288552,-97.145186
105 SCHRIMSCHER ST,YOAKUM,29.288552,-97.145186
1766 COUNTY ROAD 400,YOAKUM,29.288562,-97.106409
107 SCHRIMSCHER ST,YOAKUM,29.288568,-97.145168
406 POST ST,YOAKUM,29.288571,-97.138643
109 SCHRIMSCHER ST APT B,YOAKUM,29.288585,-97.14515
206 HUBBARD ST,YOAKUM,29.288591,-97.14314
111 WHITFIELD ST,YOAKUM,29.288615,-97.142287
407 POST ST,YOAKUM,29.288628,-97.138593
1759 COUNTY ROAD 400,YOAKUM,29.288632,-97.10649
1759 COUNTY ROAD 400,YOAKUM,29.288632,-97.10649
111 E GRAND AVE,YOAKUM,29.288674,-97.147779
111 E GRAND AVE,YOAKUM,29.288674,-97.147779
111 E GRAND AVE,YOAKUM,29.288674,-97.147779
110 MAPLE ST,YOAKUM,29.288711,-97.139924
108 MAPLE ST,YOAKUM,29.288725,-97.139941
107 MAPLE ST,YOAKUM,29.288733,-97.13995
103 MAPLE ST,YOAKUM,29.288762,-97.139985
107 E GRAND AVE,YOAKUM,29.288773,-97.148156
210 HUBBARD ST,YOAKUM,29.28884,-97.142866
210 HUBBARD ST,YOAKUM,29.28884,-97.142866
412 LAVACA ST,YOAKUM,29.288878,-97.139901
211 HUBBARD ST,YOAKUM,29.288899,-97.1428
413 POST ST,YOAKUM,29.288934,-97.13824
211 PECAN ST,YOAKUM,29.288945,-97.141098
210 PECAN ST,YOAKUM,29.288951,-97.141105
214 HUBBARD ST,YOAKUM,29.288963,-97.14273
208 PECAN ST,YOAKUM,29.288964,-97.14112
208 PECAN ST,YOAKUM,29.288964,-97.14112
1004 CLARK ST,YOAKUM,29.288973,-97.136656
211 S SOUTH ST,YOAKUM,29.289005,-97.148796
211 S SOUTH ST,YOAKUM,29.289005,-97.148796
201 PECAN ST APT 105,YOAKUM,29.289007,-97.141169
201 PECAN ST APT 102,YOAKUM,29.289007,-97.141169
201 PECAN ST APT 102,YOAKUM,29.289007,-97.141169
201 PECAN ST APT 106,YOAKUM,29.289007,-97.141169
209 S SOUTH ST,YOAKUM,29.289014,-97.148793
209 S SOUTH ST,YOAKUM,29.289014,-97.148793
209 S SOUTH ST,YOAKUM,29.289014,-97.148793
205 S SOUTH ST,YOAKUM,29.289029,-97.148788
415 POST ST,YOAKUM,29.289035,-97.138124
504 LAVACA ST,YOAKUM,29.289036,-97.139716
406 ROSS ST,YOAKUM,29.289038,-97.141149
201 S SOUTH ST,YOAKUM,29.289048,-97.148782
408 ROSS ST,YOAKUM,29.289051,-97.141135
408 ROSS ST,YOAKUM,29.289051,-97.141135
508 LAVACA ST,YOAKUM,29.289063,-97.139685
511 LAVACA ST,YOAKUM,29.289082,-97.139661
202 HEFFERMAN ST,YOAKUM,29.289114,-97.136562
318 E GONZALES ST,YOAKUM,29.289121,-97.146015
318 E GONZALES ST,YOAKUM,29.289121,-97.146015
312 E GONZALES ST APT B,YOAKUM,29.289171,-97.146073
203 HEFFERMAN ST,YOAKUM,29.289175,-97.136494
2661 COUNTY ROAD 406,YOAKUM,29.289227,-97.068673
908 CLARK ST,YOAKUM,29.289335,-97.137062
904 CLARK ST,YOAKUM,29.289341,-97.137069
219 E GONZALES ST,YOAKUM,29.289354,-97.146284
207 HEFFERMAN ST,YOAKUM,29.28941,-97.136233
2666 COUNTY ROAD 406,YOAKUM,29.289449,-97.068424
314 PRICE ST,YOAKUM,29.289478,-97.144518
217 E GONZALES ST,YOAKUM,29.289493,-97.146411
424 POST ST,YOAKUM,29.289507,-97.137615
424 POST ST,YOAKUM,29.289507,-97.137615
209 HEFFERMAN ST,YOAKUM,29.289524,-97.136106
209 HEFFERMAN ST,YOAKUM,29.289524,-97.136106
205 SCHRIMSCHER ST,YOAKUM,29.289564,-97.144066
205 SCHRIMSCHER ST,YOAKUM,29.289564,-97.144066
205 SCHRIMSCHER ST,YOAKUM,29.289564,-97.144066
202 E MAY ST,YOAKUM,29.28958,-97.147257
310 PRICE ST,YOAKUM,29.289618,-97.144689
108 PECAN ST,YOAKUM,29.289619,-97.141895
108 PECAN ST,YOAKUM,29.289619,-97.141895
215 E GONZALES ST,YOAKUM,29.289632,-97.146538
215 E GONZALES ST,YOAKUM,29.289632,-97.146538
211 HEFFERMAN ST,YOAKUM,29.289645,-97.135971
211 HEFFERMAN ST,YOAKUM,29.289645,-97.135971
406 CRISSWELL ST,YOAKUM,29.289645,-97.140477
408 HUBBARD ST,YOAKUM,29.289671,-97.141957
406 HUBBARD ST,YOAKUM,29.289671,-97.141957
406 HUBBARD ST,YOAKUM,29.289671,-97.141957
403 HUBBARD ST,YOAKUM,29.289683,-97.141944
602 LAVACA ST,YOAKUM,29.289686,-97.138947
603 LAVACA ST,YOAKUM,29.289693,-97.13894
405 HUBBARD ST,YOAKUM,29.289696,-97.14193
414 HUBBARD ST,YOAKUM,29.289715,-97.141909
414 HUBBARD ST,YOAKUM,29.289715,-97.141909
308 PRICE ST,YOAKUM,29.289716,-97.144808
308 PRICE ST,YOAKUM,29.289716,-97.144808
409 HUBBARD ST,YOAKUM,29.289721,-97.141902
207 SCHRIMSCHER ST,YOAKUM,29.289732,-97.143882
503 RYAN ST,YOAKUM,29.28974,-97.135443
108 E MAY ST,YOAKUM,29.289755,-97.147907
108 E MAY ST,YOAKUM,29.289755,-97.147907
108 E MAY ST,YOAKUM,29.289755,-97.147907
108 E MAY ST,YOAKUM,29.289755,-97.147907
402 CRISSWELL ST,YOAKUM,29.289797,-97.140658
985 FM 318 E,YOAKUM,29.289819,-97.129494
408 ORTH ST,YOAKUM,29.289851,-97.142947
209 E GONZALES ST APT C,YOAKUM,29.289887,-97.14682
209 E GONZALES ST APT A,YOAKUM,29.289887,-97.14682
202 E GONZALES ST,YOAKUM,29.289887,-97.14682
209 SCHRIMSCHER ST,YOAKUM,29.289893,-97.143706
304 PRICE ST,YOAKUM,29.289902,-97.145035
304 PRICE ST,YOAKUM,29.289902,-97.145035
304 PRICE ST,YOAKUM,29.289902,-97.145035
501 RYAN ST,YOAKUM,29.28992,-97.135664
100 COUNTY ROAD 400,YOAKUM,29.289963,-97.127132
294 COUNTY ROAD 401,YOAKUM,29.289996,-97.11452
302 PRICE ST,YOAKUM,29.290024,-97.14511
202 TRIMMEL ST,YOAKUM,29.290085,-97.139409
400 CRISSWELL ST,YOAKUM,29.290095,-97.141015
204 TRIMMEL ST,YOAKUM,29.290098,-97.139394
204 TRIMMEL ST,YOAKUM,29.290098,-97.139394
204 TRIMMEL ST,YOAKUM,29.290098,-97.139394
205 E GONZALES ST,YOAKUM,29.290098,-97.147093
402 ORTH ST,YOAKUM,29.290126,-97.143252
402 ORTH ST,YOAKUM,29.290126,-97.143252
106 HENRIETTA ST,YOAKUM,29.290136,-97.14097
111 HENRIETTA ST,YOAKUM,29.29017,-97.140932
111 HENRIETTA ST,YOAKUM,29.29017,-97.140932
420 RYAN ST,YOAKUM,29.290251,-97.135941
110 VICTORIA ST,YOAKUM,29.29031,-97.142157
1191 COUNTY ROAD 400,YOAKUM,29.290338,-97.114097
109 VICTORIA ST,YOAKUM,29.290381,-97.142081
109 VICTORIA ST,YOAKUM,29.290381,-97.142081
1196 COUNTY ROAD 400,YOAKUM,29.290392,-97.114034
705 LAVACA ST APT 117,YOAKUM,29.2904,-97.138137
705 LAVACA ST APT 112,YOAKUM,29.2904,-97.138137
705 LAVACA ST APT 205,YOAKUM,29.2904,-97.138137
705 LAVACA ST APT 201,YOAKUM,29.2904,-97.138137
705 LAVACA ST APT 109,YOAKUM,29.2904,-97.138137
705 LAVACA ST APT 102,YOAKUM,29.2904,-97.138137
705 LAVACA ST APT 110,YOAKUM,29.2904,-97.138137
705 LAVACA ST APT 214,YOAKUM,29.2904,-97.138137
705 LAVACA ST APT 115,YOAKUM,29.2904,-97.138137
705 LAVACA ST APT 115,YOAKUM,29.2904,-97.138137
705 LAVACA ST APT 218,YOAKUM,29.2904,-97.138137
705 LAVACA ST APT 211,YOAKUM,29.2904,-97.138137
705 LAVACA ST APT 108,YOAKUM,29.2904,-97.138137
705 LAVACA ST APT 102,YOAKUM,29.2904,-97.138137
705 LAVACA ST APT 110,YOAKUM,29.2904,-97.138137
705 LAVACA ST APT 212,YOAKUM,29.2904,-97.138137
705 LAVACA ST APT 107,YOAKUM,29.2904,-97.138137
705 LAVACA ST APT 203,YOAKUM,29.2904,-97.138137
706 LAVACA ST,YOAKUM,29.290412,-97.138123
102 DUKE ST,YOAKUM,29.290541,-97.143502
106 DUKE ST,YOAKUM,29.290719,-97.143291
1567 COUNTY ROAD 400,YOAKUM,29.290755,-97.108985
1567 COUNTY ROAD 400,YOAKUM,29.290755,-97.108985
202 HENRIETTA ST,YOAKUM,29.290796,-97.140244
222 PRICE ST,YOAKUM,29.290796,-97.145994
222 PRICE ST,YOAKUM,29.290796,-97.145994
222 PRICE ST,YOAKUM,29.290796,-97.145994
308 FRONT ST,YOAKUM,29.2908,-97.149025
203 HENRIETTA ST,YOAKUM,29.290803,-97.140237
220 PRICE ST,YOAKUM,29.290811,-97.146013
220 PRICE ST,YOAKUM,29.290811,-97.146013
205 HENRIETTA ST,YOAKUM,29.290817,-97.140222
219 CRISSWELL ST,YOAKUM,29.290822,-97.141864
219 CRISSWELL ST,YOAKUM,29.290822,-97.141864
218 PRICE ST,YOAKUM,29.290826,-97.146031
102 ELENORA ST,YOAKUM,29.290835,-97.141849
217 PRICE ST,YOAKUM,29.290838,-97.146045
217 PRICE ST,YOAKUM,29.290838,-97.146045
214 PRICE ST,YOAKUM,29.290861,-97.146073
106 ELENORA ST,YOAKUM,29.290862,-97.141818
107 ELENORA ST,YOAKUM,29.290869,-97.14181
108 ELENORA ST,YOAKUM,29.290876,-97.141802
212 PRICE ST,YOAKUM,29.29088,-97.146096
211 PRICE ST,YOAKUM,29.290887,-97.146105
211 PRICE ST,YOAKUM,29.290887,-97.146105
110 ELENORA ST,YOAKUM,29.29089,-97.141787
111 ELENORA ST,YOAKUM,29.290897,-97.141779
112 ELENORA ST,YOAKUM,29.290903,-97.141771
110 DUKE ST,YOAKUM,29.290905,-97.143072
209 PRICE ST,YOAKUM,29.290909,-97.146114
111 DUKE ST,YOAKUM,29.290952,-97.143017
111 DUKE ST,YOAKUM,29.290952,-97.143017
105 ROSE ST,YOAKUM,29.290981,-97.146096
106 ROSE ST,YOAKUM,29.29099,-97.146085
206 PRICE ST,YOAKUM,29.290991,-97.146206
